date,news
2022-07-30,"{'russian': 0.47601, 'ukrainian': 0.27828, 'forc': 0.27096, 'juli': 0.24091, 'oblast': 0.22025, 'railroad': 0.15731, 'kherson': 0.14946, 'izyum': 0.1204, 'thirti': 0.11724, 'damag': 0.10965, 'buildup': 0.10655, 'citi': 0.10357, 'assault': 0.09555, 'report': 0.09544, 'launch': 0.09415, 'ground': 0.09339, 'forum': 0.09288, 'donetsk': 0.08262, 'brazhivka': 0.08109, 'oper': 0.08056, 'southwest': 0.07552, 'also': 0.07295, 'gloc': 0.07267, 'offici': 0.06755, 'with': 0.06743, 'effort': 0.06641, 'militari': 0.06624, 'bakhmut': 0.06403, 'northeast': 0.0637, 'olenivka': 0.06192, 'approxim': 0.06183, 'imageri': 0.06122, 'line': 0.06101, 'maxar': 0.05928, 'continu': 0.05873, 'we': 0.05602, 'occupi': 0.05574, 'near': 0.05489, 'partisan': 0.05294, 'respect': 0.05274, 'unsuccess': 0.05239, 'pow': 0.05187, '55km': 0.05187, 'fortif': 0.05162, 'russia': 0.05139, 'administr': 0.05132, 'satellit': 0.05056, 'slovyansk': 0.05053, 'kharkiv': 0.05015, 'bridg': 0.04977, 'togeth': 0.04964, 'siversk': 0.04784, 'settlement': 0.04671, 'offen': 0.04646, 'alongsid': 0.04632, 'prison': 0.04592, 'luhansk': 0.04587, 'set': 0.04538, 'commun': 0.04526, 'fire': 0.04515, 'border': 0.04503, 'support': 0.04472, 'area': 0.04472, 'gener': 0.04439, 'conduct': 0.04416, 'not': 0.04394, 'east': 0.04343, 'rocket': 0.04339, 'rail': 0.04335, 'jfo': 0.04263, 'balitski': 0.04182, 'reportedli': 0.04168, 'particip': 0.04168, 'strike': 0.04147, 'unabl': 0.0414, 'death': 0.04066, 'bank': 0.04046, 'object': 0.04042, 'show': 0.04025, 'mykolaiv': 0.04025, 'avdiivka': 0.04025, 'list': 0.03959, 'humanitarian': 0.03959, 'event': 0.03959, '22km': 0.03938, 'both': 0.03929, 'khlan': 0.03918, 'zorya': 0.03893, 'r47': 0.03893, 'facad': 0.03893, 'dolomytn': 0.03893, 'southeast': 0.03867, 'just': 0.0386, 'build': 0.03836, 'around': 0.03813, 'overview': 0.0376, 'exil': 0.0376, 'as': 0.03756, 'westward': 0.03747, 'mlr': 0.03729}"
2022-07-31,"{'russian': 0.45656, 'juli': 0.36208, 'forc': 0.29106, 'ukrainian': 0.25682, 'thirti': 0.13705, 'oblast': 0.12587, 'olenivka': 0.12064, 'hundr': 0.1083, 'icrc': 0.09966, 'izyum': 0.09383, 'continu': 0.09154, 'leningrad': 0.09117, 'attack': 0.08758, 'piski': 0.08446, 'also': 0.08212, 'conduct': 0.0803, 'slovyansk': 0.07875, 'kherson': 0.07571, 'ground': 0.07278, 'petersburg': 0.07232, 'strike': 0.0711, 'northeast': 0.07092, 'about': 0.07092, 'avdiivka': 0.07057, 'citi': 0.06918, 'st': 0.0691, 'report': 0.06866, 'northwest': 0.06717, 'razvozhaev': 0.06589, 'gener': 0.06342, 'nevski': 0.06319, 'prison': 0.05964, 'attempt': 0.05943, 'not': 0.05707, 'chernihivka': 0.05687, 'one': 0.05431, 'state': 0.05335, 'grave': 0.05284, 'with': 0.05255, 'satellit': 0.05254, 'recruit': 0.05238, 'area': 0.05228, 'kharkiv': 0.05211, 'drone': 0.0519, 'battalion': 0.05037, 'bakhmut': 0.0499, 'siversk': 0.04971, 'near': 0.04889, 'sevastopol': 0.04889, 'rubl': 0.04878, 'antonivskyi': 0.04826, 'imageri': 0.04771, 'melitopol': 0.04761, 'airfield': 0.04727, 'two': 0.04707, 'show': 0.04705, 'advanc': 0.04695, 'author': 0.0469, 'headquart': 0.04677, 'posit': 0.04671, 'staff': 0.04659, 'depot': 0.04653, 'tokmak': 0.04628, 'husarivka': 0.0462, 'effort': 0.046, 'explo': 0.0454, 'southwest': 0.04414, 'fedorov': 0.04401, 'settlement': 0.04368, 'occupi': 0.04344, 'intern': 0.04304, 'investig': 0.04299, 'red': 0.04204, 'servicemen': 0.04178, 'zero': 0.04151, 'twenti': 0.04139, 'open': 0.04139, 'shell': 0.04125, 'donetsk': 0.04097, 'militari': 0.04015, 'form': 0.03999, 'oper': 0.03995, 'offici': 0.03948, 'volunt': 0.0389, 'social': 0.03868, 'footag': 0.03848, 'wound': 0.03846, 'reconnaiss': 0.0382, 'southeast': 0.03767, 'ammunit': 0.03742, 'launch': 0.03669, 'along': 0.03639, 'eight': 0.03634, 'three': 0.03555, 'set': 0.03537, 'note': 0.03509, 'border': 0.03509, 'limit': 0.03446, 'depict': 0.03443, 'claim': 0.03442}"
2022-08-01,"{'russian': 0.49626, 'forc': 0.32429, 'ukrainian': 0.2899, 'august': 0.20308, 'oblast': 0.15763, 'report': 0.133, 'juli': 0.10391, 'occup': 0.1014, 'ivashchenko': 0.10092, 'kherson': 0.10028, 'partisan': 0.09768, 'not': 0.08353, 'izyum': 0.08078, 'also': 0.07614, 'citi': 0.07445, 'continu': 0.07389, 'propaganda': 0.07183, 'collabor': 0.07171, 'pow': 0.06961, 'himar': 0.06898, 'sham': 0.06897, 'us': 0.06888, 'ukrain': 0.06879, 'oper': 0.06879, 'deter': 0.06717, 'demonstr': 0.0652, 'effort': 0.06436, 'southern': 0.06298, 'prison': 0.06162, 'slovyansk': 0.05933, 'russia': 0.05911, 'aid': 0.05898, 'occupi': 0.05877, 'damag': 0.05722, 'offici': 0.05665, 'area': 0.05501, 'voennyi': 0.0544, 'atal': 0.0544, 'popular': 0.05321, 'sbu': 0.05173, 'territori': 0.05078, 'kharkiv': 0.05047, 'politico': 0.05046, 'osvedomitel': 0.05046, 'crater': 0.05046, 'with': 0.05027, 'attack': 0.05027, 'gur': 0.05024, 'settlement': 0.05014, 'militari': 0.04938, 'claim': 0.04938, 'reconnaiss': 0.04934, 'unsuccess': 0.04922, 'televi': 0.04915, 'bakhmut': 0.0491, 'chuvashia': 0.04896, 'preci': 0.04867, 'evict': 0.04652, 'author': 0.04614, 'zaporizhia': 0.04591, 'thirti': 0.04589, 'did': 0.04498, 'stronghold': 0.04475, 'conduct': 0.04445, 'launch': 0.04422, 'resid': 0.04422, 'station': 0.04415, 'build': 0.0429, 'about': 0.04274, 'cloud': 0.04222, 'liber': 0.04216, 'balitski': 0.04209, 'volunt': 0.04186, 'olenivka': 0.04155, 'shell': 0.04143, 'marin': 0.04092, 'two': 0.04052, 'avdiivka': 0.0405, 'protest': 0.04048, 'repress': 0.04033, 'humanitarian': 0.03984, 'were': 0.03975, 'gener': 0.03971, 'servicememb': 0.03963, 'local': 0.03954, 'other': 0.03885, 'rocket': 0.03882, 'system': 0.03851, 'anonym': 0.03827, 'home': 0.03826, 'target': 0.0382, 'particip': 0.03728, 'fire': 0.03635, 'battalion': 0.03614, 'activ': 0.03591, 'skibitski': 0.03583, 'attempt': 0.03582, 'payment': 0.03539, 'provid': 0.03515, 'emd': 0.03513}"
2022-08-02,"{'russian': 0.48421, 'ukrainian': 0.31431, 'forc': 0.31431, 'august': 0.24138, 'oblast': 0.14052, 'butivka': 0.13086, 'report': 0.12775, 'saratov': 0.10948, 'ventil': 0.10905, 'pow': 0.1053, 'shaft': 0.09406, 'continu': 0.09368, 'iran': 0.08968, 'enlist': 0.08492, 'kherson': 0.08235, 'defen': 0.07822, 'coal': 0.07558, 'also': 0.07522, 'their': 0.07387, 'unnam': 0.07114, 'himar': 0.06957, 'citi': 0.06865, 'posit': 0.06518, 'recruit': 0.06497, 'occupi': 0.06465, 'avdiivka': 0.06419, 'kurgan': 0.06349, 'battalion': 0.06247, 'two': 0.0613, 'payment': 0.06118, 'militari': 0.05977, 'not': 0.05946, 'subject': 0.05914, 'ulyanovsk': 0.05778, 'with': 0.05649, 'gener': 0.05578, 'russia': 0.05536, 'yusov': 0.05474, 'kartapolov': 0.05474, 'aviat': 0.05459, 'settlement': 0.05418, 'mine': 0.05408, 'said': 0.05327, 'bakhmut': 0.05306, 'air': 0.05278, 'donetsk': 0.05228, 'area': 0.05188, 'batch': 0.05157, 'conduct': 0.05123, 'us': 0.05104, 'oper': 0.05097, 'volunt': 0.05066, 'southeast': 0.05046, 'hundr': 0.05038, 'agreement': 0.05029, 'juli': 0.0499, 'tehran': 0.04963, 'ukrain': 0.04672, 'skibitski': 0.04646, 'aircraft': 0.04555, 'ivano': 0.04472, 'sent': 0.04432, 'novosibirsk': 0.04431, 'casualti': 0.04375, 'launch': 0.04369, 'advanc': 0.04367, 'kharkiv': 0.04363, 'as': 0.04356, 'staff': 0.04334, 'mlr': 0.04326, 'approxim': 0.04304, 'doctor': 0.04283, 'claim': 0.04269, 'darivka': 0.04215, 'school': 0.04169, 'su': 0.0415, 'disobedi': 0.0412, 'receiv': 0.04117, 'feder': 0.04085, 'southern': 0.04083, 'thirti': 0.03967, 'acquisit': 0.03932, 'attack': 0.03911, 'launcher': 0.03852, 'closest': 0.03852, 'we': 0.03713, 'unoffici': 0.03712, 'siversk': 0.037, 'northeast': 0.03695, 'unsuccess': 0.03647, 'suggest': 0.03637, 'rubl': 0.0363, 'occup': 0.03609, 'olenivka': 0.03591, 'be': 0.03575, 'prison': 0.03551, 'by': 0.03547, 'pilot': 0.03537, 'had': 0.0352, 'ha': 0.03512}"
2022-08-03,"{'russian': 0.49072, 'forc': 0.30399, 'ukrainian': 0.24319, 'august': 0.22435, 'vote': 0.18822, 'onlin': 0.12304, 'oblast': 0.1219, 'piski': 0.11568, 'militari': 0.11348, 'report': 0.1132, 'ukrain': 0.11291, 'npp': 0.09228, 'continu': 0.08707, 'tehran': 0.08457, 'nuclear': 0.08157, 'occupi': 0.08027, 'with': 0.07997, 'kherson': 0.07534, 'strike': 0.07377, 'balitskyi': 0.07213, 'enerhodar': 0.06939, 'iran': 0.0655, 'not': 0.06514, 'occup': 0.06326, 'provid': 0.06214, 'fomin': 0.06031, 'defen': 0.05776, 'citi': 0.05703, 'plant': 0.05562, 'equip': 0.05525, 'use': 0.05466, 'attempt': 0.05427, 'territori': 0.05386, 'avdiivka': 0.0537, 'it': 0.05355, 'disast': 0.05347, 'donetsk': 0.05345, 'western': 0.05278, 'effort': 0.05251, 'claim': 0.05238, 'juli': 0.05102, 'credibl': 0.05074, 'vladelen': 0.05056, 'tatarzkiy': 0.05056, 'hryvnya': 0.05056, 'milblogg': 0.04999, 'bilohirka': 0.04957, 'kharkiv': 0.04956, 'posit': 0.04887, 'bakhmut': 0.04882, 'area': 0.04862, 'gener': 0.04826, 'russia': 0.04789, 'complex': 0.04745, 'dnr': 0.0471, 'shell': 0.04708, 'correspond': 0.04695, 'footag': 0.04684, 'ministri': 0.04648, 'referendum': 0.04623, 'straightforward': 0.04617, 'brylivka': 0.04617, 'pow': 0.04614, 'let': 0.04614, 'upcom': 0.04572, 'may': 0.04545, 'consist': 0.04536, 'around': 0.04522, 'enabl': 0.04509, 'two': 0.04477, 'rig': 0.0446, 'crater': 0.0446, 'spread': 0.04379, 'elect': 0.04379, 'conduct': 0.04365, 'alia': 0.04327, 'set': 0.04306, 'own': 0.04304, 'narr': 0.04302, 'izyum': 0.04284, 'counteroffen': 0.04268, 'dissuad': 0.04212, 'cooper': 0.04207, 'onto': 0.0418, 'southern': 0.04175, 'maksim': 0.04111, 'zaporizhia': 0.04057, 'administr': 0.04057, 'twenti': 0.04049, 'ha': 0.04039, 'reson': 0.04021, 'boost': 0.04021, 'advanc': 0.04019, 'attack': 0.03998, 'satellit': 0.03998, 'iaea': 0.03955, 'evgeniy': 0.03939, 'thousand': 0.03875, 'wall': 0.03795, 'build': 0.03792}"
2022-08-04,"{'russian': 0.49122, 'forc': 0.30968, 'gromov': 0.26128, 'ukrainian': 0.25629, 'august': 0.22068, 'oblast': 0.14453, 'kherson': 0.11987, 'report': 0.11776, 'continu': 0.11776, 'izyum': 0.11411, 'donetsk': 0.10953, 'citi': 0.10787, 'oper': 0.09077, 'militari': 0.08586, 'ukrain': 0.08543, 'effort': 0.0807, 'piski': 0.07902, 'drama': 0.07415, 'slovyansk': 0.07368, 'volunt': 0.07279, 'attack': 0.07101, 'also': 0.07092, 'ground': 0.06809, 'semihirya': 0.06772, 'redeploy': 0.06696, 'gener': 0.06472, 'explo': 0.06371, 'ladoga': 0.06216, 'equip': 0.06113, 'hundr': 0.057, 'transfer': 0.0556, 'southwest': 0.05506, 'area': 0.05435, 'troop': 0.05428, 'conduct': 0.05366, 'bakhmut': 0.05336, 'counteroffen': 0.05247, 'repriorit': 0.05179, 'emot': 0.05179, 'realloc': 0.05055, 'inhulet': 0.04936, 'with': 0.04916, 'their': 0.04916, 'kharkiv': 0.04875, 'personnel': 0.04818, 'karelia': 0.04751, 'form': 0.04676, 'unsuccess': 0.04584, 'line': 0.04448, 'around': 0.04448, 'th': 0.04423, 'northwest': 0.04399, 'posit': 0.0437, 'zaporizhia': 0.04365, 'staff': 0.04359, 'seiz': 0.04325, 'stockpil': 0.04322, 'theater': 0.04307, 'axe': 0.04241, 'strike': 0.04233, 'dmytrivka': 0.04211, 'replenish': 0.04178, 'commiss': 0.04138, 'aviat': 0.04118, 'occupi': 0.04064, 'btg': 0.03985, 'caa': 0.03975, 'along': 0.03972, 'commun': 0.0396, 'one': 0.03952, 'initi': 0.03947, 'axi': 0.03932, 'lozov': 0.03893, 'shell': 0.03859, 'these': 0.03804, 'administr': 0.03741, 'appear': 0.03741, 'not': 0.03738, 'offici': 0.03694, '20km': 0.03687, 'they': 0.03656, 'penal': 0.0365, 'bridg': 0.03628, 'ad': 0.03628, 'artilleri': 0.03628, 'mazanivka': 0.03619, 'dnr': 0.03619, 'kodema': 0.03589, 'elect': 0.03589, 'vershyna': 0.0356, 'strateg': 0.03556, 'object': 0.03537, 'gloc': 0.03532, 'siversk': 0.03488, 'strait': 0.03452, 'chief': 0.03449, 'southern': 0.03422, 'settlement': 0.03405, 'coloni': 0.03401, 'defend': 0.03379}"
2022-08-05,"{'russian': 0.53195, 'ukrainian': 0.31201, 'forc': 0.26086, 'august': 0.17176, 'npp': 0.14492, 'passport': 0.14061, 'report': 0.13332, 'oblast': 0.13332, 'citi': 0.10334, 'omsk': 0.0973, 'requir': 0.09092, 'piski': 0.09083, 'continu': 0.08717, 'vote': 0.08527, 'author': 0.08406, 'drone': 0.08372, 'enerhodar': 0.08173, 'regist': 0.08031, 'referenda': 0.08031, 'their': 0.07849, 'also': 0.0736, 'kherson': 0.07307, 'pension': 0.07246, 'occup': 0.0683, 'provid': 0.06587, 'tax': 0.06389, 'samara': 0.0621, 'pseudo': 0.0621, 'occupi': 0.06117, 'hundr': 0.06067, 'use': 0.05852, 'zaporizhzhia': 0.05822, 'artilleri': 0.05793, 'donetsk': 0.05771, 'with': 0.05756, 'poison': 0.05663, 'militari': 0.05655, 'orlov': 0.05595, 'lozov': 0.05595, 'offici': 0.05308, 'battalion': 0.05266, 'area': 0.05206, 'rybar': 0.052, 'heavi': 0.05198, 'ukrain': 0.05115, 'not': 0.05115, 'fire': 0.05045, 'collabor': 0.04976, 'rubleiz': 0.04639, 'troop': 0.04622, 'annex': 0.04603, 'registr': 0.04599, 'sasha': 0.04551, 'plate': 0.04551, 'agreement': 0.04542, 'collect': 0.04486, 'form': 0.0448, 'who': 0.04391, 'unsuccess': 0.04391, 'rubl': 0.04372, 'volunt': 0.04358, 'civilian': 0.04346, 'one': 0.04326, 'kot': 0.04325, 'person': 0.04308, 'busi': 0.04284, 'activ': 0.04272, 'bridgehead': 0.0426, 'neighborhood': 0.0426, 'corp': 0.04245, '3rd': 0.04214, 'posit': 0.04186, 'licen': 0.0414, 'gener': 0.04134, 'parti': 0.04084, 'iranian': 0.04084, 'target': 0.03977, 'power': 0.03953, 'bashkortostan': 0.03892, 'resid': 0.03836, 'ground': 0.03805, 'data': 0.03766, 'hryvnia': 0.0373, 'falsifi': 0.0373, 'state': 0.03719, 'territori': 0.037, 'shell': 0.03697, 'six': 0.0362, 'conduct': 0.03599, 'administr': 0.03584, 'accel': 0.03558, 'sourc': 0.03557, 'medic': 0.03546, 'inhulet': 0.03546, 'confirm': 0.03529, 'feder': 0.03514, 'kharkiv': 0.03502, 'gur': 0.03486, 'strike': 0.03476, 'channel': 0.03465}"
2022-08-06,"{'russian': 0.524, 'august': 0.30226, 'ukrainian': 0.25437, 'forc': 0.25437, 'npp': 0.12612, 'report': 0.12241, 'oblast': 0.11731, 'store': 0.10432, 'partisan': 0.10113, 'volunt': 0.08669, 'occup': 0.08646, 'militari': 0.08181, 'plant': 0.07964, 'donetsk': 0.07827, 'mine': 0.07772, 'citi': 0.07709, 'nuclear': 0.07645, 'kherson': 0.07268, 'occupi': 0.07191, 'with': 0.06766, 'also': 0.06757, 'continu': 0.0663, 'attack': 0.06246, 'recruit': 0.06225, 'cooper': 0.0616, 'shell': 0.06128, 'not': 0.06105, 'hundr': 0.06034, 'channel': 0.06032, 'requir': 0.06029, 'ground': 0.05947, 'tavriia': 0.05923, 'offici': 0.05866, '503rd': 0.05633, 'conduct': 0.05625, 'oper': 0.05596, 'refu': 0.05569, 'ingushetia': 0.05408, 'zaporizhia': 0.05347, 'as': 0.05218, 'labor': 0.05216, 'block': 0.05109, 'smolensk': 0.05069, 'komsomolskaya': 0.05069, 'explo': 0.05059, 'about': 0.05058, 'insid': 0.05048, 'outlet': 0.05004, 'mansi': 0.04935, 'near': 0.04903, 'khanti': 0.04816, 'referenda': 0.04793, 'state': 0.04756, 'administr': 0.04753, 'energi': 0.04722, 'two': 0.0472, 'shoot': 0.04664, 'pravda': 0.04614, 'settlement': 0.04542, 'plate': 0.04526, 'piski': 0.04517, 'battalion': 0.0449, 'camp': 0.04462, 'bakhmut': 0.04448, 'okrug': 0.04446, 'appoint': 0.04398, 'six': 0.0432, 'resist': 0.04309, 'media': 0.04271, 'unnam': 0.04261, 'activ': 0.04249, 'author': 0.04181, 'repress': 0.04176, 'ammunit': 0.0417, 'licen': 0.04118, 'gener': 0.04111, 'claim': 0.04091, 'ukrain': 0.0407, 'frustrat': 0.04064, 'troop': 0.04023, 'rocket': 0.04019, 'monthli': 0.04012, 'fifti': 0.03946, 'seri': 0.03905, 'minimum': 0.03828, 'passport': 0.03814, 'southern': 0.03804, 'border': 0.03754, 'post': 0.03741, 'tv': 0.0371, 'around': 0.03708, 'civilian': 0.03706, 'zero': 0.037, 'republ': 0.03677, 'posit': 0.03643, 'defen': 0.03643, 'staff': 0.03634, 'area': 0.03625, 'reactor': 0.03604, 'acquir': 0.03604}"
2022-08-07,"{'russian': 0.40193, 'august': 0.32787, 'forc': 0.23799, 'ukrainian': 0.21154, 'vote': 0.14106, 'oblast': 0.13785, 'militari': 0.12757, 'report': 0.12725, 'orenburg': 0.12517, 'citi': 0.11753, '72nd': 0.11712, 'satellit': 0.09737, 'effort': 0.08526, 'khlan': 0.08488, 'referendum': 0.08445, 'ground': 0.0843, 'recruit': 0.08089, 'continu': 0.07953, 'dnr': 0.07886, 'izyum': 0.07825, 'occup': 0.07704, 'you': 0.07695, 'ukrain': 0.07404, '3rd': 0.07262, 'volunt': 0.0721, 'donetsk': 0.07051, 'their': 0.07034, 'also': 0.07024, 'brigad': 0.07018, 'newspap': 0.06932, 'not': 0.06875, 'partisan': 0.0669, 'motor': 0.06627, 'corp': 0.06584, 'uk': 0.0624, 'aleksandr': 0.06036, 'kharkiv': 0.06036, 'attack': 0.05952, 'kherson': 0.05936, 'melnichenko': 0.05856, 'conduct': 0.05847, 'rifl': 0.05735, 'mobil': 0.05704, 'maryinka': 0.05622, 'npp': 0.05619, 'author': 0.05588, 'armi': 0.0557, 'administr': 0.05559, 'launch': 0.05439, 'fedorov': 0.05438, 'isw': 0.05383, 'gener': 0.05342, 'over': 0.05322, 'remov': 0.05311, 'previou': 0.05241, 'note': 0.05203, 'hou': 0.05191, 'occupi': 0.05175, 'undergo': 0.05091, 'hundr': 0.05018, 'east': 0.05018, 'separ': 0.05016, 'penza': 0.05007, 'nuclear': 0.04967, 'servic': 0.04881, 'survey': 0.04797, 'iran': 0.04786, 'russia': 0.04772, 'command': 0.04731, 'form': 0.04632, 'siversk': 0.04607, 'about': 0.046, 'slovyansk': 0.04561, 'head': 0.04494, 'person': 0.04454, 'control': 0.04451, 'luhansk': 0.04417, 'melitopol': 0.04412, 'uragan': 0.04404, 'state': 0.04395, 'haidai': 0.04358, 'prepar': 0.04357, 'disast': 0.04341, 'alter': 0.04341, 'defen': 0.04328, 'pseudo': 0.04281, 'offici': 0.04268, 'claim': 0.04252, 'use': 0.04236, 'iranian': 0.04222, 'sixti': 0.04222, 'part': 0.04155, 'settlement': 0.04047, 'we': 0.04046, 'mlr': 0.0404, 'which': 0.03974, 'one': 0.03914, 'battalion': 0.03889, 'poll': 0.03856, 'line': 0.03855}"
2022-08-08,"{'russian': 0.50456, 'august': 0.31891, 'forc': 0.28985, 'ukrainian': 0.24691, 'report': 0.16144, 'oblast': 0.12915, 'nuclear': 0.11091, 'occup': 0.10426, 'screenshot': 0.09939, 'km': 0.09843, 'npp': 0.09505, 'plant': 0.09167, 'kherson': 0.08764, 'offici': 0.08665, 'continu': 0.0861, 'referendum': 0.08571, 'gener': 0.08133, 'conduct': 0.08092, 'claim': 0.07553, 'airstrik': 0.07095, 'citi': 0.07049, 'militari': 0.07013, 'profess': 0.0665, 'disast': 0.06609, 'also': 0.06535, 'occupi': 0.0642, 'zaporizhia': 0.06269, 'settlement': 0.06162, 'kharkiv': 0.06126, 'with': 0.06041, 'vkontakt': 0.05943, 'russia': 0.05919, 'ribbon': 0.05706, 'reactor': 0.05703, 'donetsk': 0.05505, 'gur': 0.05488, 'not': 0.05368, 'nearbi': 0.05326, 'rocket': 0.05301, 'izyum': 0.05295, 'stremousov': 0.05205, 'near': 0.05173, 'ground': 0.05134, 'zaporizhzhia': 0.05091, 'northwest': 0.05054, 'yellow': 0.0497, 'tube': 0.04954, 'attack': 0.04942, 'staff': 0.0493, 'area': 0.04917, 'deploy': 0.04768, 'piski': 0.04766, 'collect': 0.04708, 'balitski': 0.04598, 'bridg': 0.0456, 'antonivskyi': 0.04539, 'approxim': 0.04532, 'shell': 0.04526, 'mobil': 0.04503, 'reopen': 0.0447, 'outlet': 0.04399, 'their': 0.04393, 'posit': 0.04393, 'support': 0.04371, 'increa': 0.04331, 'effort': 0.04327, 'postpon': 0.04181, 'we': 0.04106, 'distract': 0.04084, 'villag': 0.04062, 'bakhmut': 0.04023, 'northeast': 0.04002, 'data': 0.03952, 'post': 0.03948, 'falsifi': 0.03914, 'head': 0.0391, 'share': 0.03883, 'partisan': 0.0388, 'resist': 0.03788, 'sham': 0.03767, 'ukrain': 0.03757, 'fake': 0.03733, 'slovyansk': 0.03703, 'less': 0.03661, 'strike': 0.03647, 'artilleri': 0.03647, 'news': 0.03647, 'togeth': 0.03638, 'real': 0.03608, 'statement': 0.03593, 'reconnaiss': 0.03593, 'melitopol': 0.03583, 'vote': 0.03579, 'seven': 0.0353, 'popul': 0.03529, 'siversk': 0.03507, 'regardless': 0.03496, 'electr': 0.03496, 'annex': 0.0345, 'upon': 0.03445}"
2022-08-09,"{'russian': 0.49091, 'august': 0.25595, 'forc': 0.21168, 'ukrainian': 0.20717, 'kommer': 0.17055, 'km': 0.14452, 'oblast': 0.14449, 'report': 0.13094, 'cossack': 0.12644, 'volunt': 0.11512, 'offici': 0.10905, 'battalion': 0.09937, 'explo': 0.09853, 'referendum': 0.09589, 'not': 0.09458, 'donetsk': 0.08777, 'kuban': 0.08527, 'claim': 0.08148, 'continu': 0.08127, 'zaporizhia': 0.0789, 'terek': 0.07865, 'uzbek': 0.0748, 'krai': 0.07471, 'kherson': 0.07353, 'militari': 0.07243, 'oper': 0.07206, 'airba': 0.07103, 'form': 0.071, 'ha': 0.06982, 'legion': 0.06938, 'conduct': 0.0679, 'ukrain': 0.06756, 'near': 0.06752, 'school': 0.06632, 'incid': 0.06584, 'sevastopol': 0.0643, 'unit': 0.06366, 'occupi': 0.06366, 'crimean': 0.06357, 'sham': 0.06322, 'subject': 0.06271, 'saki': 0.06127, 'as': 0.06005, 'izyum': 0.05923, 'citi': 0.05914, 'perm': 0.05545, 'recruit': 0.05511, 'also': 0.05483, 'gener': 0.0546, 'russia': 0.05418, 'starukh': 0.05262, 'khayyam': 0.05243, 'jalolov': 0.05243, 'host': 0.05141, 'bakhmut': 0.05063, 'base': 0.05063, 'effort': 0.04992, 'yanushkevych': 0.04987, 'border': 0.04985, 'airstrik': 0.04961, 'feder': 0.0495, 'siversk': 0.04904, 'kremlin': 0.04845, 'ministri': 0.0482, 'novooleksiivka': 0.04788, 'media': 0.04726, 'tomsk': 0.04625, 'defen': 0.04608, 'henichensk': 0.04488, 'rocket': 0.04448, 'announc': 0.04426, 'immigr': 0.04369, 'amur': 0.04264, 'referenda': 0.04243, 'with': 0.04147, 'area': 0.04126, 'use': 0.04123, 'reportedli': 0.04102, 'piski': 0.03999, 'fire': 0.03887, 'departur': 0.0387, 'cloud': 0.0387, 'asian': 0.0387, 'ground': 0.03829, 'region': 0.03814, 'reconnaiss': 0.03769, 'bridgehead': 0.03751, 'territori': 0.03724, 'administr': 0.03682, 'social': 0.03663, 'respon': 0.03648, 'irkutsk': 0.03646, 'khlan': 0.03614, 'kharkiv': 0.03598, 'iranian': 0.03596, 'missil': 0.03596, 'strike': 0.03571, 'artilleri': 0.03571, 'system': 0.03529, 'soledar': 0.03475}"
2022-08-10,"{'russian': 0.45509, 'august': 0.33063, 'forc': 0.23703, 'ukrainian': 0.20858, 'uzbek': 0.18371, 'oblast': 0.14733, 'ten': 0.12611, 'offici': 0.12572, 'citi': 0.11493, 'iran': 0.11439, 'attack': 0.10185, 'report': 0.0998, 'ukrain': 0.09955, 'referenda': 0.08932, 'donetsk': 0.08752, 'jalolov': 0.08278, 'militari': 0.081, 'continu': 0.08079, 'not': 0.08059, 'kherson': 0.0774, 'embassi': 0.07559, 'date': 0.07514, 'occupi': 0.07216, 'bakhmut': 0.07106, 'damag': 0.07098, 'rostov': 0.06509, 'about': 0.0648, 'saki': 0.06449, 'conduct': 0.06194, 'russia': 0.06178, 'annex': 0.06095, 'told': 0.05951, 'perm': 0.05836, 'form': 0.05812, 'crimea': 0.05768, 'ground': 0.05542, 'maksyma': 0.05519, 'horkoho': 0.05519, 'diaspora': 0.05519, '170km': 0.05519, 'be': 0.05486, 'rang': 0.05478, 'line': 0.0543, 'uav': 0.05384, 'multipl': 0.05325, 'northeast': 0.05302, 'golubev': 0.05249, 'demonstr': 0.05242, 'claim': 0.05241, 'aircraft': 0.05084, 'novooleksiivka': 0.0504, 'northwestward': 0.0504, 'kotin': 0.0504, 'sham': 0.04991, 'battalion': 0.04881, 'kharkiv': 0.04869, 'volunt': 0.04847, 'bridg': 0.04832, 'confu': 0.0482, 'ani': 0.04795, 'henichensk': 0.04724, 'explo': 0.04714, 'kremlin': 0.04533, 'administr': 0.04429, 'znpp': 0.04419, 'oryol': 0.04389, 'modifi': 0.04389, 'disagr': 0.04389, 'satellit': 0.04364, 'behind': 0.04346, 'area': 0.04343, 'neglig': 0.043, 'troop': 0.04284, 'north': 0.04273, 'could': 0.0416, 'hpp': 0.04143, 'border': 0.04081, 'asian': 0.04073, 'suggest': 0.04059, 'deepen': 0.04008, 'approxim': 0.04003, 'cau': 0.03992, 'may': 0.03969, 'constraint': 0.03948, '3rd': 0.03906, 'izyum': 0.03897, 'with': 0.0388, 'isw': 0.0386, 'effort': 0.03821, 'khlan': 0.03804, 'door': 0.03787, 'iranian': 0.03785, 'septemb': 0.03758, 'other': 0.03749, 'south': 0.03739, 'anonym': 0.03693, 'also': 0.03673, 'power': 0.03664, 'push': 0.03656, 'credit': 0.03529}"
